"id","Month","Day","Year","Time","AM/PM","Day_of_Week","Object_1","Object_2","Street_Number","Street_Name","Cross_Street","Location"
25393,1,23,2011,"08:00:00","AM","Sunday","Auto","Auto","","REGENT ST","Massachusetts Ave"," REGENT ST & Massachusetts Ave Cambridge, MA"
25438,1,30,2011,"08:00:00","AM","Monday","Auto","Auto","","Concord Ave","ROYAL AVE"," Concord Ave & ROYAL AVE Cambridge, MA"
25548,2,8,2011,"08:00:00","AM","Tuesday","Truck","Parked Vehicle",72,"FOSTER ST","Sparks St","72 FOSTER ST Cambridge, MA"
25617,2,22,2011,"08:00:00","AM","Tuesday","Auto","Auto","","Gore St","Third St"," Gore St & Third St Cambridge, MA"
25628,2,24,2011,"08:00:00","AM","Thursday","Auto","Auto","","Binney St","FIRST ST"," Binney St & FIRST ST Cambridge, MA"
25634,2,25,2011,"08:00:00","AM","Friday","Auto","Auto",3,"Belmont St","","3 Belmont St Cambridge, MA"
25679,1,21,2011,"08:00:00","AM","Monday","Auto","Parked Vehicle",12,"HAWTHORNE PARK","","12 HAWTHORNE PARK Cambridge, MA"
25753,3,23,2011,"08:00:00","AM","Wednesday","Auto","Auto",11,"Antrim St","","11 Antrim St Cambridge, MA"
25899,4,29,2011,"08:00:00","AM","Tuesday","Auto","Auto","","Massachusetts Ave","Churchill Ave"," Massachusetts Ave & Churchill Ave Cambridge, MA"
25922,5,6,2011,"08:00:00","AM","","Auto","Pedestrian","","Aberdeen Way","MOUNT AUBURN ST"," Aberdeen Way & MOUNT AUBURN ST Cambridge, MA"
25952,5,13,2011,"08:00:00","AM","Friday","Auto","Truck","","PROSPECT ST","Bishop Allen Dr"," PROSPECT ST & Bishop Allen Dr Cambridge, MA"
26070,6,9,2011,"08:00:00","AM","Thursday","Auto","Auto",173,"Rindge Ave","","173 Rindge Ave Cambridge, MA"
26129,6,23,2011,"08:00:00","AM","Thursday","Auto","Bicycle","","Windsor St","Massachusetts Ave"," Windsor St & Massachusetts Ave Cambridge, MA"
26149,6,27,2011,"08:00:00","AM","Monday","Auto","Auto","","Broadway","FELTON ST"," Broadway & FELTON ST Cambridge, MA"
26262,7,1,2011,"08:00:00","AM","Friday","Auto","Auto",122,"Norfolk St","","122 Norfolk St Cambridge, MA"
26309,8,5,2011,"08:00:00","AM","Friday","Auto","Parked Vehicle",50,"HOWARD ST","","50 HOWARD ST Cambridge, MA"
26470,9,12,2011,"08:00:00","AM","Monday","School Bus","Parked Vehicle","","Tremont St","Cambridge St"," Tremont St & Cambridge St Cambridge, MA"
26714,10,27,2011,"08:00:00","AM","Thursday","Auto","Parked Vehicle","","FENNO ST","ESTEN ST"," FENNO ST & ESTEN ST Cambridge, MA"
26760,11,5,2011,"08:00:00","AM","Saturday","Motorcycle","Auto",260,"Columbia St","","260 Columbia St Cambridge, MA"
26763,11,7,2011,"08:00:00","AM","Monday","Auto","Auto","","Concord Ave","Fern St"," Concord Ave & Fern St Cambridge, MA"
26782,11,10,2011,"08:00:00","AM","Thursday","Auto","Parked Vehicle",1667,"Massachusetts Ave","","1667 Massachusetts Ave Cambridge, MA"
26818,11,17,2011,"08:00:00","AM","Thursday","Auto","Bicycle",232,"Broadway","","232 Broadway Cambridge, MA"
26867,11,30,2011,"08:00:00","AM","Wednesday","Auto","Auto","","Massachusetts Ave","Woodbridge St"," Massachusetts Ave & Woodbridge St Cambridge, MA"
26880,12,3,2011,"08:00:00","AM","Saturday","Auto","Parked Vehicle",70,"Porter Rd","","70 Porter Rd Cambridge, MA"
28722,2,9,2013,"08:00:00","AM","Saturday","Auto","Auto","","Western Ave","Putnam Ave"," Western Ave & Putnam Ave Cambridge, MA"
28740,2,13,2013,"08:00:00","AM","Wednesday","Auto","Parked Vehicle","","GARDEN ST",""," GARDEN ST &  Cambridge, MA"
28876,3,14,2013,"08:00:00","AM","Thursday","Auto","Parked Vehicle","","Sixth St","Binney St"," Sixth St & Binney St Cambridge, MA"
28938,4,3,2013,"08:00:00","AM","Wednesday","Auto","Auto","","MAIN ST","Windsor St"," MAIN ST & Windsor St Cambridge, MA"
28951,4,5,2013,"08:00:00","AM","Friday","Auto","Parked Vehicle","","Callender St","Magee St"," Callender St & Magee St Cambridge, MA"
28952,4,5,2013,"08:00:00","AM","Friday","Bus (Other)","Auto",172,"Putnam Ave","","172 Putnam Ave Cambridge, MA"
29160,5,21,2013,"08:00:00","AM","Tuesday","Auto","Parked Vehicle",305,"","Webster Ave",""
29320,6,24,2013,"08:00:00","AM","Monday","Auto","Parked Vehicle",174,"Alewife Brook Pky","","174 Alewife Brook Pky Cambridge, MA"
29562,8,21,2013,"08:00:00","AM","Wednesday","Auto","Parked Vehicle",125,"","Cambridgepark Dr",""
29613,9,9,2013,"08:00:00","AM","Monday","Auto","Parked Vehicle",19,"GARFIELD ST","","19 GARFIELD ST Cambridge, MA"
29669,9,23,2013,"08:00:00","AM","Thursday","Auto","Pedestrian","","MAIN ST","Vassar St"," MAIN ST & Vassar St Cambridge, MA"
29714,10,1,2013,"08:00:00","AM","Tuesday","Auto","Auto",25,"ERICSSON ST","","25 ERICSSON ST Cambridge, MA"
29720,10,3,2013,"08:00:00","AM","Thursday","Auto","Auto","","Cambridge St","Windsor St"," Cambridge St & Windsor St Cambridge, MA"
29755,10,10,2013,"08:00:00","AM","Thursday","Auto","Bicycle","","Massachusetts Ave","Rindge Ave"," Massachusetts Ave & Rindge Ave Cambridge, MA"
29756,10,10,2013,"08:00:00","AM","Thursday","Auto","Bicycle","","GARDEN ST","Bond St"," GARDEN ST & Bond St Cambridge, MA"
29860,10,29,2013,"08:00:00","AM","Tuesday","Auto","Auto",1920,"Massachusetts Ave","DAVENPORT ST","1920 Massachusetts Ave Cambridge, MA"
29926,11,13,2013,"08:00:00","AM","Wednesday","Auto","Truck","","PLEASANT ST","Franklin St"," PLEASANT ST & Franklin St Cambridge, MA"
29949,11,19,2013,"08:00:00","AM","Tuesday","Auto","Auto","","River St","Franklin St"," River St & Franklin St Cambridge, MA"
29977,11,25,2013,"08:00:00","AM","Monday","Auto","Pedestrian",456,"Broadway","","456 Broadway Cambridge, MA"
30115,12,30,2013,"08:00:00","AM","Monday","Auto","Auto",30,"Rindge Ave","","30 Rindge Ave Cambridge, MA"
30269,1,14,2012,"08:00:00","AM","Saturday","Auto","Parked Vehicle",720,"Massachusetts Ave","","720 Massachusetts Ave Cambridge, MA"
30312,1,24,2012,"08:00:00","AM","Tuesday","Auto","Auto","","MOUNT AUBURN ST","Brattle St"," MOUNT AUBURN ST & Brattle St Cambridge, MA"
30448,2,27,2012,"08:00:00","AM","Monday","Auto","Parked Vehicle","","MONTGOMERY ST","DUDLEY ST"," MONTGOMERY ST & DUDLEY ST Cambridge, MA"
30483,3,5,2012,"08:00:00","AM","Monday","Auto","Auto","","Massachusetts Ave","RICHARD AVE"," Massachusetts Ave & RICHARD AVE Cambridge, MA"
30722,5,9,2012,"08:00:00","AM","Wednesday","Auto","Auto","","HARVARD ST","QUINCY ST"," HARVARD ST & QUINCY ST Cambridge, MA"
30732,5,9,2012,"08:00:00","AM","Wednesday","Auto","Auto","","Massachusetts Ave","Rindge Ave"," Massachusetts Ave & Rindge Ave Cambridge, MA"
30802,5,23,2012,"08:00:00","AM","Wednesday","Auto","Fixed Object",8,"Coolidge Ave","","8 Coolidge Ave Cambridge, MA"
30811,5,24,2012,"08:00:00","AM","Thursday","Auto","Parked Vehicle","","HARVARD ST","Ware St"," HARVARD ST & Ware St Cambridge, MA"
30844,6,1,2012,"08:00:00","AM","Friday","Auto","Auto",5,"Cedar St","","5 Cedar St Cambridge, MA"
30979,7,3,2012,"08:00:00","AM","","Auto","Bicycle","","Cambridge St","SUMNER RD"," Cambridge St & SUMNER RD Cambridge, MA"
31098,8,4,2012,"08:00:00","AM","Saturday","Auto","Parked Vehicle",13,"EVERETT ST","","13 EVERETT ST Cambridge, MA"
31126,8,9,2012,"08:00:00","AM","Thursday","Auto","Parked Vehicle","6 5","JFK St","","6 5 JFK St Cambridge, MA"
31144,8,14,2012,"08:00:00","AM","Tuesday","Auto","Parked Vehicle","","MILLER AVE","ORCHARD ST"," MILLER AVE & ORCHARD ST Cambridge, MA"
31191,8,24,2012,"08:00:00","AM","Friday","Auto","Parked Vehicle",87,"SEVENTH ST","","87 SEVENTH ST Cambridge, MA"
31196,8,27,2012,"08:00:00","AM","Monday","Auto","Bicycle","","Cambridge St","SUMNER RD"," Cambridge St & SUMNER RD Cambridge, MA"
31272,9,12,2012,"08:00:00","AM","Wednesday","Auto","Parked Vehicle","","SEVENTH ST","Otis St"," SEVENTH ST & Otis St Cambridge, MA"
31289,9,14,2012,"08:00:00","AM","Friday","Auto","Parked Vehicle","","Massachusetts Ave","Vassar St"," Massachusetts Ave & Vassar St Cambridge, MA"
31297,9,18,2012,"08:00:00","AM","Tuesday","Auto","Auto",133,"Putnam Ave","","133 Putnam Ave Cambridge, MA"
31461,10,22,2012,"08:00:00","AM","Monday","Auto","Auto","","Cambridge St","IRVING ST"," Cambridge St & IRVING ST Cambridge, MA"
31577,11,18,2012,"08:00:00","AM","Sunday","Auto","Parked Vehicle",151,"HARVARD ST","","151 HARVARD ST Cambridge, MA"
31646,12,5,2012,"08:00:00","AM","","Auto","Parked Vehicle",850,"Cambridge St","","850 Cambridge St Cambridge, MA"
26197,7,12,2011,"08:01:00","AM","Tuesday","Auto","Bicycle","","Cambridge St","Ellsworth Ave"," Cambridge St & Ellsworth Ave Cambridge, MA"
29159,5,21,2013,"08:02:00","AM","Tuesday","Auto","Bicycle",1945,"Massachusetts Ave","","1945 Massachusetts Ave Cambridge, MA"
29297,6,19,2013,"08:03:00","AM","Wednesday","Auto","Bicycle",2450,"Massachusetts Ave","","2450 Massachusetts Ave Cambridge, MA"
26385,8,23,2011,"08:04:00","AM","Tuesday","Auto","Bicycle","","MEACH","AM RD","Massachusetts Ave"
26474,9,14,2011,"08:04:00","AM","Wednesday","Auto","Bicycle","","Portland St","Broadway"," Portland St & Broadway Cambridge, MA"
24623,8,17,2010,"08:05:00","AM","Tuesday","Auto","Parked Vehicle",2,"Kelly Rd","","2 Kelly Rd Cambridge, MA"
24794,9,20,2010,"08:05:00","AM","Monday","Auto","Bicycle",459,"Broadway","","459 Broadway Cambridge, MA"
25056,11,10,2010,"08:05:00","AM","Wednesday","Auto","Bicycle","","Hampshire St","Amory St"," Hampshire St & Amory St Cambridge, MA"
26758,11,6,2011,"08:05:00","AM","Sunday","Auto","Auto","","MAGAZINE ST","H","AMILTON ST"
28692,2,4,2013,"08:05:00","AM","Monday","Auto","Taxi","","Putnam Ave","PLEASANT ST"," Putnam Ave & PLEASANT ST Cambridge, MA"
28945,4,4,2013,"08:05:00","AM","Thursday","Auto","Auto",78,"MOUNT AUBURN ST","","78 MOUNT AUBURN ST Cambridge, MA"
29632,9,13,2013,"08:05:00","AM","Friday","Auto","Auto",75,"MOUNT AUBURN ST","","75 MOUNT AUBURN ST Cambridge, MA"
30555,3,28,2012,"08:05:00","AM","Wednesday","Auto","Bicycle","","Massachusetts Ave","Russell St"," Massachusetts Ave & Russell St Cambridge, MA"
30623,7,14,2012,"08:05:00","AM","","Auto","Miscellaneous","","Concord Ave","FAWCETT ST"," Concord Ave & FAWCETT ST Cambridge, MA"
31358,10,1,2012,"08:05:00","AM","Monday","MBTA Bus","Auto","","Massachusetts Ave","Columbia St"," Massachusetts Ave & Columbia St Cambridge, MA"
31704,12,17,2012,"08:05:00","AM","","Auto","Auto","","Concord Ave","Buckingham Pl"," Concord Ave & Buckingham Pl Cambridge, MA"
30976,7,2,2012,"08:08:00","AM","","Auto","Pedestrian",157,"Walden St","","157 Walden St Cambridge, MA"
25357,1,18,2011,"08:09:00","AM","Tuesday","Bus (Other)","Auto",9,"GRANITE ST","","9 GRANITE ST Cambridge, MA"
29870,10,19,2013,"08:09:00","AM","Saturday","Auto","Pedestrian","","Cambridge St",""," Cambridge St &  Cambridge, MA"
23661,1,7,2010,"08:10:00","AM","Thursday","Auto","Fixed Object","","Wheeler St",""," Wheeler St &  Cambridge, MA"
23775,2,9,2010,"08:10:00","AM","Tuesday","Auto","Auto","","Massachusetts Ave","Hollis St"," Massachusetts Ave & Hollis St Cambridge, MA"
24959,10,20,2010,"08:10:00","AM","Wednesday","Auto","Fixed Object","","","","  &  Cambridge, MA"
24960,10,20,2010,"08:10:00","AM","Wednesday","Auto","Fixed Object",61,"OXFORD AVE","","61 OXFORD AVE Cambridge, MA"
24992,10,25,2010,"08:10:00","AM","Monday","Auto","Fixed Object","","Willard St","MOUNT AUBURN ST"," Willard St & MOUNT AUBURN ST Cambridge, MA"
25584,2,15,2011,"08:10:00","AM","Tuesday","Auto","Parked Vehicle",2,"Gerrys Landing Rd","","2 Gerrys Landing Rd Cambridge, MA"
26116,6,19,2011,"08:10:00","AM","","Auto","Auto","","Concord Ave","FAWCETT ST"," Concord Ave & FAWCETT ST Cambridge, MA"
26444,9,5,2011,"08:10:00","AM","Monday","Auto","Auto",56,"GARDEN ST","","56 GARDEN ST Cambridge, MA"
26538,9,19,2011,"08:10:00","AM","","Auto","Auto","","Cambridge St","IRVING ST"," Cambridge St & IRVING ST Cambridge, MA"
26624,10,3,2011,"08:10:00","AM","Monday","Auto","Moped","","Hampshire St","Clark St"," Hampshire St & Clark St Cambridge, MA"
26697,10,26,2011,"08:10:00","AM","Wednesday","Auto","Auto","","Walden St","SAVILLE ST"," Walden St & SAVILLE ST Cambridge, MA"
28577,1,3,2013,"08:10:00","AM","Thursday","Auto","Parked Vehicle","","SHERMAN ST","PEMBERTON ST"," SHERMAN ST & PEMBERTON ST Cambridge, MA"
29138,5,16,2013,"08:10:00","AM","Thursday","Auto","Auto","","Rindge Ave","Jackson Pl"," Rindge Ave & Jackson Pl Cambridge, MA"
29303,6,20,2013,"08:10:00","AM","Thursday","Auto","Auto","","LAKEVIEW AVE","Vassar St"," LAKEVIEW AVE & Vassar St Cambridge, MA"
29581,9,3,2013,"08:10:00","AM","Tuesday","Auto","Auto","","Galileo Galilei Way","Broadway"," Galileo Galilei Way & Broadway Cambridge, MA"
29971,11,15,2013,"08:10:00","AM","Friday","Motorcycle","Bicycle","","SOMERVILLE AVE","White St"," SOMERVILLE AVE & White St Cambridge, MA"
30399,2,15,2012,"08:10:00","AM","Wednesday","Auto","Auto","","MOUNT AUBURN ST","Coolidge Ave"," MOUNT AUBURN ST & Coolidge Ave Cambridge, MA"
30430,2,21,2012,"08:10:00","AM","Tuesday","Van","Auto","","MOUNT AUBURN ST","Aberdeen Way"," MOUNT AUBURN ST & Aberdeen Way Cambridge, MA"
30785,5,20,2012,"08:10:00","AM","Sunday","Auto","Auto","","Massachusetts Ave","Vassar St"," Massachusetts Ave & Vassar St Cambridge, MA"
31058,7,27,2012,"08:10:00","AM","Friday","Auto","Parked Vehicle","","HANCOCK ST","KINNAIRD ST"," HANCOCK ST & KINNAIRD ST Cambridge, MA"
31251,9,7,2012,"08:10:00","AM","Friday","MBTA Bus","Auto","","GREEN ST","PEARL ST"," GREEN ST & PEARL ST Cambridge, MA"
31581,11,19,2012,"08:10:00","AM","Monday","Auto","Auto","","Cardinal Medeiros Ave","Vandine St"," Cardinal Medeiros Ave & Vandine St Cambridge, MA"
24906,10,8,2010,"08:11:00","AM","Friday","Auto","Pedestrian","","Binney St","Kendall Sq"," Binney St & Kendall Sq Cambridge, MA"
25029,11,3,2010,"08:11:00","AM","Wednesday","Auto","Auto","","FULKERSON ST","Rogers St"," FULKERSON ST & Rogers St Cambridge, MA"
26213,6,28,2011,"08:11:00","AM","","Auto","Auto","","Windsor St","MAIN ST"," Windsor St & MAIN ST Cambridge, MA"
30796,5,22,2012,"08:12:00","AM","Tuesday","Auto","Auto","","MOUNT AUBURN ST","Aberdeen Way"," MOUNT AUBURN ST & Aberdeen Way Cambridge, MA"
31231,9,4,2012,"08:12:00","AM","Tuesday","Truck","Auto","","Sixth St","Rogers St"," Sixth St & Rogers St Cambridge, MA"
29623,9,11,2013,"08:13:00","AM","Wednesday","Auto","Auto","","Brattle St","JFK St"," Brattle St & JFK St Cambridge, MA"
29078,5,4,2013,"08:14:00","AM","Saturday","Taxi","Auto","","Brookline St","GREEN ST"," Brookline St & GREEN ST Cambridge, MA"
31619,11,29,2012,"08:14:00","AM","Thursday","Auto","Auto","","GRANITE ST","ROCKINGH","AM PL"
23678,1,12,2010,"08:15:00","AM","Tuesday","Auto","Auto","","STANDISH ST","HURON AVE"," STANDISH ST & HURON AVE Cambridge, MA"
23760,2,4,2010,"08:15:00","AM","Thursday","Auto","Auto","","ELIOT ST","JFK St"," ELIOT ST & JFK St Cambridge, MA"
24039,3,23,2010,"08:15:00","AM","Tuesday","Auto","Auto","","","","  &  Cambridge, MA"
24636,8,20,2010,"08:15:00","AM","Friday","Auto","Auto","","Trowbridge St","HARVARD ST"," Trowbridge St & HARVARD ST Cambridge, MA"
24664,8,25,2010,"08:15:00","AM","Wednesday","Auto","Auto","","Massachusetts Ave","Bow St"," Massachusetts Ave & Bow St Cambridge, MA"
24730,9,8,2010,"08:15:00","AM","Wednesday","Auto","Auto","","SHERMAN ST","Walden Square Rd"," SHERMAN ST & Walden Square Rd Cambridge, MA"
24868,9,27,2010,"08:15:00","AM","","Auto","Auto",189,"Cambridge St","","189 Cambridge St Cambridge, MA"
24930,10,14,2010,"08:15:00","AM","Thursday","Auto","Auto","","Dana St","Massachusetts Ave"," Dana St & Massachusetts Ave Cambridge, MA"
25098,11,22,2010,"08:15:00","AM","Monday","Auto","Bicycle",48,5,"Hampshire St","Webster Ave"
25737,3,18,2011,"08:15:00","AM","Friday","Auto","Auto",49,"Belmont St","","49 Belmont St Cambridge, MA"
25879,4,21,2011,"08:15:00","AM","","Auto","Bicycle","","Broadway","Ames St"," Broadway & Ames St Cambridge, MA"
26192,7,11,2011,"08:15:00","AM","","Auto","Miscellaneous",2024,"Massachusetts Ave","","2024 Massachusetts Ave Cambridge, MA"
26261,7,27,2011,"08:15:00","AM","Wednesday","Auto","Auto",23,"Sacramento St","","23 Sacramento St Cambridge, MA"
26687,10,24,2011,"08:15:00","AM","Monday","Auto","Fixed Object","","MOUNT AUBURN ST","Willard St"," MOUNT AUBURN ST & Willard St Cambridge, MA"
26819,11,17,2011,"08:15:00","AM","Thursday","Auto","Auto","","Walden St","Raymond St"," Walden St & Raymond St Cambridge, MA"
26849,11,26,2011,"08:15:00","AM","Saturday","Auto","Auto","","Massachusetts Ave","Shepard St"," Massachusetts Ave & Shepard St Cambridge, MA"
28874,3,14,2013,"08:15:00","AM","Thursday","Auto","Bicycle","","Massachusetts Ave","Tyler Ct"," Massachusetts Ave & Tyler Ct Cambridge, MA"
29114,5,13,2013,"08:15:00","AM","Monday","Auto","Parked Vehicle",12,"Cambridge St","","12 Cambridge St Cambridge, MA"
29154,5,20,2013,"08:15:00","AM","Monday","Truck","Auto",68,"Albany St","","68 Albany St Cambridge, MA"
29268,6,12,2013,"08:15:00","AM","Wednesday","Auto","Parked Vehicle",567,"Putnam Ave","","567 Putnam Ave Cambridge, MA"
29302,6,19,2013,"08:15:00","AM","Wednesday","Auto","Parked Vehicle",700,"MAIN ST","","700 MAIN ST Cambridge, MA"
29353,7,3,2013,"08:15:00","AM","Wednesday","Auto","Auto",1500,"Massachusetts Ave","","1500 Massachusetts Ave Cambridge, MA"
29666,9,23,2013,"08:15:00","AM","Monday","Auto","Bicycle","","MASSACHUSETTS  AVE BRDG","DOUGLASS ST"," MASSACHUSETTS  AVE BRDG & DOUGLASS ST Cambridge, "
29881,11,4,2013,"08:15:00","AM","Monday","Auto","Parked Vehicle",140,"ELM ST","","140 ELM ST Cambridge, MA"
29981,11,25,2013,"08:15:00","AM","Monday","Auto","Fixed Object",7,"Temple St","","7 Temple St Cambridge, MA"
30053,12,12,2013,"08:15:00","AM","Thursday","Auto","Bicycle","","Hampshire St",""," Hampshire St &  Cambridge, MA"
30813,5,25,2012,"08:15:00","AM","Friday","Auto","Bicycle","","Columbia St","Cambridge St"," Columbia St & Cambridge St Cambridge, MA"
30837,5,31,2012,"08:15:00","AM","Thursday","Auto","Bicycle","","HURON AVE","FAYERWEATHER ST"," HURON AVE & FAYERWEATHER ST Cambridge, MA"
31059,7,27,2012,"08:15:00","AM","Friday","Auto","Parked Vehicle",10,"Woodbridge St","","10 Woodbridge St Cambridge, MA"
31123,8,8,2012,"08:15:00","AM","Wednesday","Auto","Auto","","MOUNT AUBURN ST","University Pl"," MOUNT AUBURN ST & University Pl Cambridge, MA"
31540,11,7,2012,"08:15:00","AM","Wednesday","Auto","Auto","","Brattle St","FRESH POND PKY"," Brattle St & FRESH POND PKY Cambridge, MA"
31605,11,14,2012,"08:15:00","AM","Wednesday","Auto","Parked Vehicle","","HARVARD ST","Windsor St"," HARVARD ST & Windsor St Cambridge, MA"
31647,12,6,2012,"08:15:00","AM","","Bicycle","Pedestrian","","Vassar St","Massachusetts Ave"," Vassar St & Massachusetts Ave Cambridge, MA"
25184,12,12,2010,"08:16:00","AM","Sunday","Auto","Auto","","Massachusetts Ave","Brattle St"," Massachusetts Ave & Brattle St Cambridge, MA"
30323,1,26,2012,"08:16:00","AM","Thursday","Auto","Auto","","Windsor St","Broadway"," Windsor St & Broadway Cambridge, MA"
31245,9,5,2012,"08:16:00","AM","Wednesday","Auto","Auto","","Brookline St","Allston St"," Brookline St & Allston St Cambridge, MA"
25409,1,26,2011,"08:18:00","AM","Wednesday","Bus (Other)","Auto","","Massachusetts Ave","Walden St"," Massachusetts Ave & Walden St Cambridge, MA"
30531,3,22,2012,"08:19:00","AM","Thursday","Auto","Truck","","Broadway","Windsor St"," Broadway & Windsor St Cambridge, MA"
23736,1,27,2010,"08:20:00","AM","Wednesday","Auto","Parked Vehicle",49,"White St","Porter Sq","49 White St Cambridge, MA"
24433,7,8,2010,"08:20:00","AM","","Auto","Fixed Object","","Sixth St","Rogers St"," Sixth St & Rogers St Cambridge, MA"
25760,3,23,2011,"08:20:00","AM","Wednesday","Auto","Parked Vehicle",151,"Allston St","Brookline St","151 Allston St Cambridge, MA"
26127,5,25,2011,"08:20:00","AM","Wednesday","Auto","Pedestrian",35,"Cambridgepark Dr","","35 Cambridgepark Dr Cambridge, MA"
26273,7,28,2011,"08:20:00","AM","Thursday","Auto","Bicycle","","Broadway","Hampshire St"," Broadway & Hampshire St Cambridge, MA"
26598,10,8,2011,"08:20:00","AM","Saturday","Auto","Parked Vehicle",372,"PROSPECT ST","","372 PROSPECT ST Cambridge, MA"
26803,11,15,2011,"08:20:00","AM","Tuesday","Truck","Bicycle","","Gore St","L","AMBERT ST"
26887,12,5,2011,"08:20:00","AM","Monday","Auto","Auto","","Massachusetts Ave","Cogswell Ave"," Massachusetts Ave & Cogswell Ave Cambridge, MA"
26967,12,22,2011,"08:20:00","AM","Thursday","Taxi","Parked Vehicle","","MOUNT AUBURN ST",""," MOUNT AUBURN ST &  Cambridge, MA"
28638,1,23,2013,"08:20:00","AM","Wednesday","School Bus","Auto",362,"Rindge Ave","","362 Rindge Ave Cambridge, MA"
28744,2,14,2013,"08:20:00","AM","Thursday","Auto","Auto","","Massachusetts Ave","Tyler Ct"," Massachusetts Ave & Tyler Ct Cambridge, MA"
28785,2,22,2013,"08:20:00","AM","Friday","Auto","Auto","","Massachusetts Ave","Columbia St"," Massachusetts Ave & Columbia St Cambridge, MA"
29299,6,20,2013,"08:20:00","AM","Thursday","Auto","Auto","","Cambridge St","FULKERSON ST"," Cambridge St & FULKERSON ST Cambridge, MA"
29561,8,26,2013,"08:20:00","AM","Monday","Truck","Auto","","River St","MEMORIAL DR"," River St & MEMORIAL DR Cambridge, MA"
30510,3,8,2012,"08:20:00","AM","Thursday","Auto","Auto","","Bennett St","University Pl"," Bennett St & University Pl Cambridge, MA"
30624,4,18,2012,"08:20:00","AM","","Auto","Auto","","Brookline St","Franklin St"," Brookline St & Franklin St Cambridge, MA"
30696,5,4,2012,"08:20:00","AM","Friday","Auto","Auto","","Massachusetts Ave","PEARL ST"," Massachusetts Ave & PEARL ST Cambridge, MA"
31020,7,16,2012,"08:20:00","AM","Monday","Auto","Bicycle","","Brattle St","LONGFELLOW BRDG"," Brattle St & LONGFELLOW BRDG Cambridge, MA"
31137,7,27,2012,"08:20:00","AM","Monday","Auto","Parked Vehicle",244,"Brattle St","","244 Brattle St Cambridge, MA"
31277,9,13,2012,"08:20:00","AM","Thursday","Auto","Pedestrian","","Concord Ave","GRISWOLD ST"," Concord Ave & GRISWOLD ST Cambridge, MA"
31347,9,28,2012,"08:20:00","AM","Saturday","Auto","Auto","","Cambridge St","FELTON ST"," Cambridge St & FELTON ST Cambridge, MA"
25773,3,28,2011,"08:21:00","AM","Monday","Truck","Fixed Object","","JFK St","Brattle St"," JFK St & Brattle St Cambridge, MA"
26332,8,11,2011,"08:21:00","AM","Thursday","Auto","Auto","","Windsor St","Broadway"," Windsor St & Broadway Cambridge, MA"
23704,1,19,2010,"08:22:00","AM","Tuesday","Auto","Parked Vehicle",620,"Vassar St","MEMORIAL DR","620 Vassar St Cambridge, MA"
25600,2,18,2011,"08:22:00","AM","Friday","Auto","Auto","","QUINCY ST","Cambridge St"," QUINCY ST & Cambridge St Cambridge, MA"
25900,4,29,2011,"08:22:00","AM","Tuesday","Auto","Bicycle",625,"MOUNT AUBURN ST","","625 MOUNT AUBURN ST Cambridge, MA"
24507,7,21,2010,"08:23:00","AM","Wednesday","Auto","Auto","","Broadway","Ames St"," Broadway & Ames St Cambridge, MA"
26198,7,12,2011,"08:24:00","AM","Tuesday","Auto","Bicycle",358,"Broadway","","358 Broadway Cambridge, MA"
24716,9,3,2010,"08:25:00","AM","Friday","Auto","Auto","","Massachusetts Ave","Albany St"," Massachusetts Ave & Albany St Cambridge, MA"
24887,10,5,2010,"08:25:00","AM","Friday","Auto","Auto",1520,"Massachusetts Ave","GARDEN ST","1520 Massachusetts Ave Cambridge, MA"
25358,1,18,2011,"08:25:00","AM","Tuesday","Auto","Parked Vehicle","","GREEN ST","River St"," GREEN ST & River St Cambridge, MA"
25410,1,26,2011,"08:25:00","AM","Wednesday","Auto","Parked Vehicle",208,"Cambridge St","Second St","208 Cambridge St Cambridge, MA"
25595,2,10,2011,"08:25:00","AM","Thursday","Auto","Parked Vehicle","","Putnam Ave",""," Putnam Ave &  Cambridge, MA"
26671,10,21,2011,"08:25:00","AM","Friday","Auto","Auto","","Brattle St","Larch Rd"," Brattle St & Larch Rd Cambridge, MA"
26919,12,12,2011,"08:25:00","AM","Monday","School Bus","Parked Vehicle","","Windsor St","Market St"," Windsor St & Market St Cambridge, MA"
27088,1,24,2011,"08:25:00","AM","Tuesday","Auto","Auto","","Third St",""," Third St &  Cambridge, MA"
28955,4,5,2013,"08:25:00","AM","Friday","Auto","Truck",2595,"Massachusetts Ave","","2595 Massachusetts Ave Cambridge, MA"
29667,9,24,2013,"08:25:00","AM","Tuesday","Auto","School Bus",318,"Rindge Ave","","318 Rindge Ave Cambridge, MA"
30804,5,24,2012,"08:25:00","AM","Thursday","Auto","Auto","","Sparks St","Clement Cir"," Sparks St & Clement Cir Cambridge, MA"
30902,6,13,2012,"08:25:00","AM","Wednesday","Auto","Auto","","GARDEN ST","Bond St"," GARDEN ST & Bond St Cambridge, MA"
30913,6,15,2012,"08:25:00","AM","Friday","Auto","Bus (Other)","","Ware St","HARVARD ST"," Ware St & HARVARD ST Cambridge, MA"
31122,8,8,2012,"08:25:00","AM","Wednesday","Auto","Auto","","MOUNT AUBURN ST","Coolidge Ave"," MOUNT AUBURN ST & Coolidge Ave Cambridge, MA"
31188,8,24,2012,"08:25:00","AM","Friday","Auto","Auto","","Massachusetts Ave","Rindge Ave"," Massachusetts Ave & Rindge Ave Cambridge, MA"
