"Month","Day","Year","Location","Object_1","Object_2","Events"
7,10,2010," Massachusetts Ave & JARVIS ST Cambridge, MA","Auto","Fixed Object","Fog-Rain"
7,9,2010,"1 Hampshire St Cambridge, MA","Auto","Bicycle","Rain"
7,9,2010,"1 Hampshire St Cambridge, MA","Auto","Bicycle","Rain"
7,9,2010," Massachusetts Ave & HARVARD SQ Cambridge, MA","Auto","Miscellaneous","Rain"
7,9,2010," Massachusetts Ave & HARVARD SQ Cambridge, MA","Auto","Miscellaneous","Rain"
7,9,2010," Cambridge St & Cardinal Medeiros Ave Cambridge, M","Auto","Auto","Rain"
7,9,2010," Cambridge St & Cardinal Medeiros Ave Cambridge, M","Auto","Auto","Rain"
7,9,2010," Cambridge St & Windsor St Cambridge, MA","Auto","Bicycle","Rain"
7,9,2010," Cambridge St & Windsor St Cambridge, MA","Auto","Bicycle","Rain"
7,9,2010,"274 Putnam Ave Cambridge, MA","Auto","Auto","Rain"
7,9,2010,"274 Putnam Ave Cambridge, MA","Auto","Auto","Rain"
7,10,2010,"1899 Massachusetts Ave Cambridge, MA","Auto","Bicycle","Fog-Rain"
7,10,2010,"1899 Massachusetts Ave Cambridge, MA","Auto","Bicycle","Fog-Rain"
7,10,2010," Sidney St & ERIE ST Cambridge, MA","Auto","Auto","Fog-Rain"
7,10,2010," Sidney St & ERIE ST Cambridge, MA","Auto","Auto","Fog-Rain"
7,10,2010," Putnam Ave & GREEN ST Cambridge, MA","Auto","Parked Vehicle","Fog-Rain"
7,10,2010," Putnam Ave & GREEN ST Cambridge, MA","Auto","Parked Vehicle","Fog-Rain"
7,11,2010,"18 Brattle St Cambridge, MA","Auto","Auto","Rain"
7,11,2010,"18 Brattle St Cambridge, MA","Auto","Auto","Rain"
7,11,2010," Western Ave & HOWARD ST Cambridge, MA","Auto","Auto","Rain"
7,11,2010," Western Ave & HOWARD ST Cambridge, MA","Auto","Auto","Rain"
7,8,2010," Bishop Allen Dr & Columbia St Cambridge, MA","Auto","Parked Vehicle",""
7,8,2010," Bishop Allen Dr & Columbia St Cambridge, MA","Auto","Parked Vehicle",""
7,10,2010,"11 DUNSTER ST Cambridge, MA","Auto","Parked Vehicle","Fog-Rain"
7,10,2010,"11 DUNSTER ST Cambridge, MA","Auto","Parked Vehicle","Fog-Rain"
7,8,2010," Berkshire St &  Cambridge, MA","Auto","Parked Vehicle",""
7,8,2010," Berkshire St &  Cambridge, MA","Auto","Parked Vehicle",""
7,8,2010,"23 Rice St Cambridge, MA","Auto","Parked Vehicle",""
7,8,2010,"23 Rice St Cambridge, MA","Auto","Parked Vehicle",""
7,11,2010,"98 Massachusetts Ave Cambridge, MA","Taxi","Auto","Rain"
7,11,2010,"98 Massachusetts Ave Cambridge, MA","Taxi","Auto","Rain"
7,9,2010,"3 GRANT ST Cambridge, MA","Auto","Parked Vehicle","Rain"
7,9,2010,"3 GRANT ST Cambridge, MA","Auto","Parked Vehicle","Rain"
7,10,2010," HOWARD ST & KINNAIRD ST Cambridge, MA","Auto","Parked Vehicle","Fog-Rain"
7,10,2010," HOWARD ST & KINNAIRD ST Cambridge, MA","Auto","Parked Vehicle","Fog-Rain"
7,12,2010," Hampshire St & Windsor St Cambridge, MA","Auto","Auto","Rain-Thunde"
7,12,2010," Hampshire St & Windsor St Cambridge, MA","Auto","Auto","Rain-Thunderstorm"
7,12,2010,"7 Ware St Cambridge, MA","Auto","Parked Vehicle","Rain-Thunde"
7,12,2010,"7 Ware St Cambridge, MA","Auto","Parked Vehicle","Rain-Thunderstorm"
7,12,2010," Broadway & PRESCOTT ST Cambridge, MA","Auto","Auto","Rain-Thunde"
7,12,2010," Broadway & PRESCOTT ST Cambridge, MA","Auto","Auto","Rain-Thunderstorm"
7,12,2010," Sidney St & ERIE ST Cambridge, MA","Auto","Auto","Rain-Thunde"
7,12,2010," Sidney St & ERIE ST Cambridge, MA","Auto","Auto","Rain-Thunderstorm"
6,18,2010,"16 FLAGG ST Cambridge, MA","Auto","Fixed Object",""
6,18,2010,"16 FLAGG ST Cambridge, MA","Auto","Fixed Object",""
7,12,2010,"167 Putnam Ave Cambridge, MA","Auto","Parked Vehicle","Rain-Thunde"
7,12,2010,"167 Putnam Ave Cambridge, MA","Auto","Parked Vehicle","Rain-Thunderstorm"
7,13,2010," Cambridge St & Willow St Cambridge, MA","Auto","Auto","Rain"
7,13,2010," Cambridge St & Willow St Cambridge, MA","Auto","Auto","Rain"
7,13,2010,"97A Hampshire St Cambridge, MA","Auto","Bicycle","Rain"
7,13,2010,"97A Hampshire St Cambridge, MA","Auto","Bicycle","Rain"
7,7,2010," Vassar St & Massachusetts Ave Cambridge, MA","Auto","Bicycle",""
7,7,2010," Vassar St & Massachusetts Ave Cambridge, MA","Auto","Bicycle",""
7,13,2010,"119 Second St Cambridge, MA","Auto","Parked Vehicle","Rain"
7,13,2010,"119 Second St Cambridge, MA","Auto","Parked Vehicle","Rain"
7,14,2010," GARDEN ST & Walden St Cambridge, MA","Auto","Bicycle","Rain"
7,14,2010," GARDEN ST & Walden St Cambridge, MA","Auto","Bicycle","Rain"
7,14,2010," SPRING PL & Third St Cambridge, MA","Auto","Auto","Rain"
7,14,2010," SPRING PL & Third St Cambridge, MA","Auto","Auto","Rain"
7,14,2010," Terminal Rd &  Cambridge, MA","Auto","Auto","Rain"
7,14,2010," Terminal Rd &  Cambridge, MA","Auto","Auto","Rain"
7,14,2010," PROSPECT ST & Broadway Cambridge, MA","Auto","Pedestrian","Rain"
7,14,2010," PROSPECT ST & Broadway Cambridge, MA","Auto","Pedestrian","Rain"
7,15,2010,"77 Putnam Ave Cambridge, MA","Auto","Parked Vehicle","Fog"
7,15,2010,"77 Putnam Ave Cambridge, MA","Auto","Parked Vehicle","Fog"
7,2,2010,"720 Massachusetts Ave Cambridge, MA","Auto","Bicycle",""
7,2,2010,"720 Massachusetts Ave Cambridge, MA","Auto","Bicycle",""
7,8,2010,"186 Alewife Brook Pky Cambridge, MA","Auto","Fixed Object",""
7,8,2010,"186 Alewife Brook Pky Cambridge, MA","Auto","Fixed Object",""
7,5,2010," Cambridge St & FIRST ST Cambridge, MA","Auto","Auto",""
7,5,2010," Cambridge St & FIRST ST Cambridge, MA","Auto","Auto",""
5,7,2010,"285 PEARL ST Cambridge, MA","Auto","Parked Vehicle",""
5,7,2010,"285 PEARL ST Cambridge, MA","Auto","Parked Vehicle",""
7,13,2010," Brattle St & HILLIARD ST Cambridge, MA","Auto","Bicycle","Rain"
7,13,2010," Brattle St & HILLIARD ST Cambridge, MA","Auto","Bicycle","Rain"
7,14,2010," Massachusetts Ave & DAY ST Cambridge, MA","Taxi","Auto","Rain"
7,14,2010," Massachusetts Ave & DAY ST Cambridge, MA","Taxi","Auto","Rain"
7,14,2010," Massachusetts Ave & HARVARD SQ Cambridge, MA","Taxi","Bicycle","Rain"
7,14,2010," Massachusetts Ave & HARVARD SQ Cambridge, MA","Taxi","Bicycle","Rain"
7,15,2010,"38 KIRKLAND ST Cambridge, MA","Auto","Parked Vehicle","Fog"
7,15,2010,"38 KIRKLAND ST Cambridge, MA","Auto","Parked Vehicle","Fog"
7,15,2010,"38 KIRKLAND ST Cambridge, MA","Auto","Parked Vehicle","Fog"
7,15,2010,"38 KIRKLAND ST Cambridge, MA","Auto","Parked Vehicle","Fog"
7,15,2010,"9 Fresh Pond Ln Cambridge, MA","Auto","Auto","Fog"
7,15,2010,"9 Fresh Pond Ln Cambridge, MA","Auto","Auto","Fog"
7,15,2010,"1280 Cambridge St Cambridge, MA","Auto","Auto","Fog"
7,15,2010,"1280 Cambridge St Cambridge, MA","Auto","Auto","Fog"
7,15,2010," GARDEN ST & Robinson St Cambridge, MA","Auto","Auto","Fog"
7,15,2010," GARDEN ST & Robinson St Cambridge, MA","Auto","Auto","Fog"
7,15,2010,"","Auto","Bicycle","Fog"
7,15,2010,"","Auto","Bicycle","Fog"
7,15,2010," Cambridge St & Third St Cambridge, MA","Auto","Auto","Fog"
7,15,2010," Cambridge St & Third St Cambridge, MA","Auto","Auto","Fog"
7,16,2010,"700 Massachusetts Ave Cambridge, MA","Auto","Bicycle","Rain"
7,16,2010,"700 Massachusetts Ave Cambridge, MA","Auto","Bicycle","Rain"
7,16,2010," Belmont St & MOUNT AUBURN ST Cambridge, MA","Auto","Auto","Rain"
7,16,2010," Belmont St & MOUNT AUBURN ST Cambridge, MA","Auto","Auto","Rain"
7,16,2010,"30 DUNSTER ST Cambridge, MA","Truck","Motorcycle","Rain"
7,16,2010,"30 DUNSTER ST Cambridge, MA","Truck","Motorcycle","Rain"
7,16,2010," Sidney St & Putnam Ave Cambridge, MA","Auto","Auto","Rain"
7,16,2010," Sidney St & Putnam Ave Cambridge, MA","Auto","Auto","Rain"
7,16,2010," Washington Ave & Norfolk St Cambridge, MA","Auto","Parked Vehicle","Rain"
7,16,2010," Washington Ave & Norfolk St Cambridge, MA","Auto","Parked Vehicle","Rain"
7,17,2010," PROSPECT ST &  Cambridge, MA","Auto","Auto",""
7,17,2010," PROSPECT ST &  Cambridge, MA","Auto","Auto",""
7,17,2010,"330 MOUNT AUBURN ST Cambridge, MA","Auto","Parked Vehicle",""
7,17,2010,"330 MOUNT AUBURN ST Cambridge, MA","Auto","Parked Vehicle",""
7,17,2010,"30 York St Cambridge, MA","Auto","Parked Vehicle",""
7,17,2010,"30 York St Cambridge, MA","Auto","Parked Vehicle",""
7,18,2010," Broadway & Antrim St Cambridge, MA","Auto","Auto",""
7,18,2010," Broadway & Antrim St Cambridge, MA","Auto","Auto",""
7,19,2010," Hampshire St & Broadway Cambridge, MA","Auto","Truck","Rain"
7,19,2010," Hampshire St & Broadway Cambridge, MA","Auto","Truck","Rain"
7,18,2010," Massachusetts Ave & EXETER PARK Cambridge, MA","Auto","Bicycle",""
7,18,2010," Massachusetts Ave & EXETER PARK Cambridge, MA","Auto","Bicycle",""
7,19,2010,"22 JFK St Cambridge, MA","MBTA Bus","Parked Vehicle","Rain"
7,19,2010,"22 JFK St Cambridge, MA","MBTA Bus","Parked Vehicle","Rain"
7,19,2010," PLYMOUTH ST & MOUNT AUBURN ST Cambridge, MA","Auto","Bicycle","Rain"
7,19,2010," PLYMOUTH ST & MOUNT AUBURN ST Cambridge, MA","Auto","Bicycle","Rain"
7,19,2010," Third St & Gore St Cambridge, MA","Auto","Taxi","Rain"
7,19,2010," Third St & Gore St Cambridge, MA","Auto","Taxi","Rain"
7,19,2010," Massachusetts Ave & Windsor St Cambridge, MA","Auto","Parked Vehicle","Rain"
7,19,2010," Massachusetts Ave & Windsor St Cambridge, MA","Auto","Parked Vehicle","Rain"
7,20,2010,"77 Massachusetts Ave Cambridge, MA","Auto","Pedestrian",""
7,20,2010,"77 Massachusetts Ave Cambridge, MA","Auto","Pedestrian",""
7,18,2010,"67 OXFORD AVE Cambridge, MA","Auto","Parked Vehicle",""
7,18,2010,"67 OXFORD AVE Cambridge, MA","Auto","Parked Vehicle",""
7,20,2010,"104 MOUNT AUBURN ST Cambridge, MA","Auto","Parked Vehicle",""
7,20,2010,"104 MOUNT AUBURN ST Cambridge, MA","Auto","Parked Vehicle",""
7,19,2010,"700 HURON AVE Cambridge, MA","Auto","Auto","Rain"
7,19,2010,"700 HURON AVE Cambridge, MA","Auto","Auto","Rain"
7,20,2010,"2067 Massachusetts Ave Cambridge, MA","Taxi","Bicycle",""
7,20,2010,"2067 Massachusetts Ave Cambridge, MA","Taxi","Bicycle",""
7,21,2010," Broadway & Ames St Cambridge, MA","Auto","Auto","Rain"
7,21,2010," Broadway & Ames St Cambridge, MA","Auto","Auto","Rain"
7,21,2010," Third St & SPRING ST Cambridge, MA","Auto","Auto","Rain"
7,21,2010," Third St & SPRING ST Cambridge, MA","Auto","Auto","Rain"
7,21,2010," SMITH PL & Concord Ave Cambridge, MA","Auto","Fixed Object","Rain"
7,21,2010," SMITH PL & Concord Ave Cambridge, MA","Auto","Fixed Object","Rain"
7,21,2010,"12 RESERVOIR ST Cambridge, MA","Auto","Fixed Object","Rain"
7,21,2010,"12 RESERVOIR ST Cambridge, MA","Auto","Fixed Object","Rain"
7,21,2010,"199 Alewife Brook Pky Cambridge, MA","Auto","Parked Vehicle","Rain"
7,21,2010,"199 Alewife Brook Pky Cambridge, MA","Auto","Parked Vehicle","Rain"
7,21,2010,"250 Monsignor OBrien Hwy Cambridge, MA","Auto","Parked Vehicle","Rain"
7,21,2010,"250 Monsignor OBrien Hwy Cambridge, MA","Auto","Parked Vehicle","Rain"
7,22,2010,"679 Concord Ave Cambridge, MA","Auto","Parked Vehicle","Rain-Thunde"
7,22,2010,"679 Concord Ave Cambridge, MA","Auto","Parked Vehicle","Rain-Thunderstorm"
7,22,2010," Hampshire St &  Cambridge, MA","Auto","Parked Vehicle","Rain-Thunde"
7,22,2010," Hampshire St &  Cambridge, MA","Auto","Parked Vehicle","Rain-Thunderstorm"
7,23,2010," Cambridge St & FAYETTE ST Cambridge, MA","Auto","Auto","Rain"
7,23,2010," Cambridge St & FAYETTE ST Cambridge, MA","Auto","Auto","Rain"
7,23,2010," Second St & Otis St Cambridge, MA","Auto","Auto","Rain"
7,23,2010," Second St & Otis St Cambridge, MA","Auto","Auto","Rain"
7,24,2010,"625 Massachusetts Ave Cambridge, MA","Auto","Parked Vehicle","Fog"
7,24,2010,"625 Massachusetts Ave Cambridge, MA","Auto","Parked Vehicle","Fog"
7,24,2010,"2615 Massachusetts Ave Cambridge, MA","Auto","Moped","Fog"
7,24,2010,"2615 Massachusetts Ave Cambridge, MA","Auto","Moped","Fog"
7,24,2010," Binney St & FULKERSON ST Cambridge, MA","Auto","Auto","Fog"
7,24,2010," Binney St & FULKERSON ST Cambridge, MA","Auto","Auto","Fog"
7,26,2010," Norfolk St & SUFFOLK ST Cambridge, MA","Auto","Parked Vehicle",""
7,26,2010," Norfolk St & SUFFOLK ST Cambridge, MA","Auto","Parked Vehicle",""
7,26,2010," Western Ave & Blackstone St Cambridge, MA","Auto","Auto",""
7,26,2010," Western Ave & Blackstone St Cambridge, MA","Auto","Auto",""
5,11,2010,"411 Norfolk St Cambridge, MA","Auto","Truck",""
5,11,2010,"411 Norfolk St Cambridge, MA","Auto","Truck",""
7,18,2010,"575 MEMORIAL DR Cambridge, MA","Auto","Auto",""
7,18,2010,"575 MEMORIAL DR Cambridge, MA","Auto","Auto",""
7,24,2010," Valentine St & PEARL ST Cambridge, MA","Auto","Parked Vehicle","Fog"
7,24,2010," Valentine St & PEARL ST Cambridge, MA","Auto","Parked Vehicle","Fog"
7,26,2010," Gore St & SCIARAPPA ST Cambridge, MA","Auto","Auto",""
7,26,2010," Gore St & SCIARAPPA ST Cambridge, MA","Auto","Auto",""
7,21,2010,"","Auto","Parked Vehicle","Rain"
7,21,2010,"","Auto","Parked Vehicle","Rain"
7,22,2010," GARDEN ST & Walden St Cambridge, MA","Auto","Auto","Rain-Thunde"
7,22,2010," GARDEN ST & Walden St Cambridge, MA","Auto","Auto","Rain-Thunderstorm"
7,24,2010,"1 GARFIELD ST Cambridge, MA","Auto","Auto","Fog"
7,24,2010,"1 GARFIELD ST Cambridge, MA","Auto","Auto","Fog"
7,28,2010,"488 GREEN ST Cambridge, MA","Auto","Auto",""
7,28,2010,"488 GREEN ST Cambridge, MA","Auto","Auto",""
7,23,2010," MOUNT AUBURN ST & LOWELL ST Cambridge, MA","Auto","Auto","Rain"
7,23,2010," MOUNT AUBURN ST & LOWELL ST Cambridge, MA","Auto","Auto","Rain"
7,26,2010," MOUNT AUBURN ST & Brattle St Cambridge, MA","Auto","Auto",""
7,26,2010," MOUNT AUBURN ST & Brattle St Cambridge, MA","Auto","Auto",""
7,28,2010," Cambridge St & Antrim St Cambridge, MA","Auto","Auto",""
7,28,2010," Cambridge St & Antrim St Cambridge, MA","Auto","Auto",""
7,29,2010,"13 ORRIN ST Cambridge, MA","Auto","Auto","Rain"
7,29,2010,"13 ORRIN ST Cambridge, MA","Auto","Auto","Rain"
7,27,2010," PLEASANT ST & Allston St Cambridge, MA","Pedestrian","Auto",""
7,27,2010," PLEASANT ST & Allston St Cambridge, MA","Pedestrian","Auto",""
7,29,2010," Broadway & MAPLE AVE Cambridge, MA","Auto","Auto","Rain"
7,29,2010," Broadway & MAPLE AVE Cambridge, MA","Auto","Auto","Rain"
7,29,2010,"101 Rogers St Cambridge, MA","Auto","Auto","Rain"
7,29,2010,"101 Rogers St Cambridge, MA","Auto","Auto","Rain"
7,29,2010,"42 Thorndike St Cambridge, MA","Auto","Auto","Rain"
7,29,2010,"42 Thorndike St Cambridge, MA","Auto","Auto","Rain"
7,29,2010," Cambridge St & PROSPECT ST Cambridge, MA","Auto","Auto","Rain"
7,29,2010," Cambridge St & PROSPECT ST Cambridge, MA","Auto","Auto","Rain"
7,29,2010," Broadway & PROSPECT ST Cambridge, MA","Auto","Pedestrian","Rain"
7,29,2010," Broadway & PROSPECT ST Cambridge, MA","Auto","Pedestrian","Rain"
7,29,2010,"1221 Cambridge St Cambridge, MA","Auto","Auto","Rain"
7,29,2010,"1221 Cambridge St Cambridge, MA","Auto","Auto","Rain"
7,29,2010," Massachusetts Ave & GARDEN ST Cambridge, MA","Auto","Auto","Rain"
7,29,2010," Massachusetts Ave & GARDEN ST Cambridge, MA","Auto","Auto","Rain"
7,30,2010,"85 SHERMAN ST Cambridge, MA","Auto","Parked Vehicle",""
7,30,2010,"85 SHERMAN ST Cambridge, MA","Auto","Parked Vehicle",""
7,28,2010,"21 Washington St Cambridge, MA","Auto","Auto",""
7,28,2010,"21 Washington St Cambridge, MA","Auto","Auto",""
7,30,2010," Cambridge St & LINE ST Cambridge, MA","Auto","Bicycle",""
7,30,2010," Cambridge St & LINE ST Cambridge, MA","Auto","Bicycle",""
7,30,2010," MEMORIAL DR & Vassar St Cambridge, MA","Auto","Bicycle",""
7,30,2010," MEMORIAL DR & Vassar St Cambridge, MA","Auto","Bicycle",""
7,30,2010,"115 PROSPECT ST Cambridge, MA","Auto","Parked Vehicle",""
7,30,2010,"115 PROSPECT ST Cambridge, MA","Auto","Parked Vehicle",""
8,1,2010," Bigelow St & Doyle Way Cambridge, MA","Auto","Parked Vehicle",""
8,1,2010," Bigelow St & Doyle Way Cambridge, MA","Auto","Parked Vehicle",""
8,1,2010,"135 Willow St Cambridge, MA","Truck","Auto",""
8,1,2010,"135 Willow St Cambridge, MA","Truck","Auto",""
7,21,2010,"689 Massachusetts Ave Cambridge, MA","Auto","Bicycle","Rain"
7,21,2010,"689 Massachusetts Ave Cambridge, MA","Auto","Bicycle","Rain"
7,30,2010," Cambridge St & Cardinal Medeiros Ave Cambridge, M","Auto","Bicycle",""
7,30,2010," Cambridge St & Cardinal Medeiros Ave Cambridge, M","Auto","Bicycle",""
8,1,2010,"2245 Massachusetts Ave Cambridge, MA","Auto","Auto",""
8,1,2010,"2245 Massachusetts Ave Cambridge, MA","Auto","Auto",""
8,2,2010," Rindge Ave & MIDDLESEX ST Cambridge, MA","Auto","Auto",""
8,2,2010," Rindge Ave & MIDDLESEX ST Cambridge, MA","Auto","Auto",""
7,30,2010," Brattle St & Brown St Cambridge, MA","Auto","Parked Vehicle",""
7,30,2010," Brattle St & Brown St Cambridge, MA","Auto","Parked Vehicle",""
7,30,2010," MOUNT AUBURN ST & Willard St Ct Cambridge, MA","Auto","Auto",""
7,30,2010," MOUNT AUBURN ST & Willard St Ct Cambridge, MA","Auto","Auto",""
8,2,2010," OXFORD AVE &  Cambridge, MA","Auto","Auto",""
8,2,2010," OXFORD AVE &  Cambridge, MA","Auto","Auto",""
7,7,2010,"3 Concord Ave Cambridge, MA","Auto","Parked Vehicle",""
7,7,2010,"3 Concord Ave Cambridge, MA","Auto","Parked Vehicle",""
8,2,2010," RESERVOIR ST & HURON AVE Cambridge, MA","Auto","Auto",""
8,2,2010," RESERVOIR ST & HURON AVE Cambridge, MA","Auto","Auto",""
8,2,2010," ELIOT ST & JFK St Cambridge, MA","Auto","Bicycle",""
8,2,2010," ELIOT ST & JFK St Cambridge, MA","Auto","Bicycle",""
8,2,2010,"3 LINNAEAN ST Cambridge, MA","Auto","Auto",""
8,2,2010,"3 LINNAEAN ST Cambridge, MA","Auto","Auto",""
8,2,2010,"1350 Massachusetts Ave Cambridge, MA","Auto","Auto",""
8,2,2010,"1350 Massachusetts Ave Cambridge, MA","Auto","Auto",""
8,2,2010,"16 GARDEN ST Cambridge, MA","Auto","Auto",""
8,2,2010,"16 GARDEN ST Cambridge, MA","Auto","Auto",""
8,3,2010," Massachusetts Ave & Concord Ave Cambridge, MA","Auto","Auto",""
8,3,2010," Massachusetts Ave & Concord Ave Cambridge, MA","Auto","Auto",""
8,3,2010," GREEN ST & HANCOCK ST Cambridge, MA","Truck","Fixed Object",""
8,3,2010," GREEN ST & HANCOCK ST Cambridge, MA","Truck","Fixed Object",""
8,4,2010,"101 Western Ave Cambridge, MA","Auto","Parked Vehicle",""
8,4,2010,"101 Western Ave Cambridge, MA","Auto","Parked Vehicle",""
8,4,2010," FIFTH ST & Rogers St Cambridge, MA","Auto","Auto",""
8,4,2010," FIFTH ST & Rogers St Cambridge, MA","Auto","Auto",""
8,4,2010," Massachusetts Ave & Hollis St Cambridge, MA","Auto","Parked Vehicle",""
8,4,2010," Massachusetts Ave & Hollis St Cambridge, MA","Auto","Parked Vehicle",""
8,5,2010," MAGAZINE ST & GREEN ST Cambridge, MA","Auto","Auto","Fog-Rain-Th"
8,5,2010," MAGAZINE ST & GREEN ST Cambridge, MA","Auto","Auto","Fog-Rain-Thunderstorm"
8,5,2010,"2051 Massachusetts Ave Cambridge, MA","Auto","Auto","Fog-Rain-Th"
8,5,2010,"2051 Massachusetts Ave Cambridge, MA","Auto","Auto","Fog-Rain-Thunderstorm"
8,5,2010,"30 Rindge Ave Cambridge, MA","Auto","Auto","Fog-Rain-Th"
8,5,2010,"30 Rindge Ave Cambridge, MA","Auto","Auto","Fog-Rain-Thunderstorm"
8,5,2010," MAGAZINE ST & William St Cambridge, MA","Auto","Auto","Fog-Rain-Th"
8,5,2010," MAGAZINE ST & William St Cambridge, MA","Auto","Auto","Fog-Rain-Thunderstorm"
8,3,2010," Crawford St & Chatham St Cambridge, MA","Truck","Parked Vehicle",""
8,3,2010," Crawford St & Chatham St Cambridge, MA","Truck","Parked Vehicle",""
7,30,2010,"659 GREEN ST Cambridge, MA","Auto","Auto",""
7,30,2010,"659 GREEN ST Cambridge, MA","Auto","Auto",""
7,31,2010,"321 Western Ave Cambridge, MA","Auto","Auto",""
7,31,2010,"321 Western Ave Cambridge, MA","Auto","Auto",""
8,5,2010,"500 Kendall Sq Cambridge, MA","Auto","Parked Vehicle","Fog-Rain-Th"
8,5,2010,"500 Kendall Sq Cambridge, MA","Auto","Parked Vehicle","Fog-Rain-Thunderstorm"
8,5,2010,"725 Concord Ave Cambridge, MA","Auto","Auto","Fog-Rain-Th"
8,5,2010,"725 Concord Ave Cambridge, MA","Auto","Auto","Fog-Rain-Thunderstorm"
8,6,2010," Third St & Gore St Cambridge, MA","Auto","Auto",""
8,6,2010," Third St & Gore St Cambridge, MA","Auto","Auto",""
8,7,2010,"105 Massachusetts Ave Cambridge, MA","Moped","Auto",""
8,7,2010,"105 Massachusetts Ave Cambridge, MA","Moped","Auto",""
8,7,2010,"121 Inman St Cambridge, MA","Auto","Auto",""
8,7,2010,"121 Inman St Cambridge, MA","Auto","Auto",""
8,7,2010," Brookline St & Massachusetts Ave Cambridge, MA","Taxi","Pedestrian",""
8,7,2010," Brookline St & Massachusetts Ave Cambridge, MA","Taxi","Pedestrian",""
8,7,2010," Massachusetts Ave & PEARL ST Cambridge, MA","Auto","Bicycle",""
8,7,2010," Massachusetts Ave & PEARL ST Cambridge, MA","Auto","Bicycle",""
8,8,2010,"11 Bellis Cir Cambridge, MA","Auto","Parked Vehicle",""
8,8,2010,"11 Bellis Cir Cambridge, MA","Auto","Parked Vehicle",""
8,8,2010," Massachusetts Ave & GOLD STAR RD Cambridge, MA","Auto","Auto",""
8,8,2010," Massachusetts Ave & GOLD STAR RD Cambridge, MA","Auto","Auto",""
8,1,2010," Cambridge St & PROSPECT ST Cambridge, MA","Auto","Parked Vehicle",""
8,1,2010," Cambridge St & PROSPECT ST Cambridge, MA","Auto","Parked Vehicle",""
8,9,2010," Brookline St & Allston St Cambridge, MA","Auto","Auto",""
8,9,2010," Brookline St & Allston St Cambridge, MA","Auto","Auto",""
8,9,2010,"16 HURLEY ST Cambridge, MA","Truck","Fixed Object",""
8,9,2010,"16 HURLEY ST Cambridge, MA","Truck","Fixed Object",""
8,10,2010,"77 Massachusetts Ave Cambridge, MA","Taxi","Van","Rain-Thunde"
8,10,2010,"77 Massachusetts Ave Cambridge, MA","Taxi","Van","Rain-Thunderstorm"
8,10,2010,"812 MEMORIAL DR Cambridge, MA","Auto","Parked Vehicle","Rain-Thunde"
8,10,2010,"812 MEMORIAL DR Cambridge, MA","Auto","Parked Vehicle","Rain-Thunderstorm"
8,10,2010," Cambridge St & FIFTH ST Cambridge, MA","Auto","Auto","Rain-Thunde"
8,10,2010," Cambridge St & FIFTH ST Cambridge, MA","Auto","Auto","Rain-Thunderstorm"
8,10,2010," KINNAIRD ST & Western Ave Cambridge, MA","Auto","Auto","Rain-Thunde"
8,10,2010," KINNAIRD ST & Western Ave Cambridge, MA","Auto","Auto","Rain-Thunderstorm"
8,10,2010," Cambridge St & Cardinal Medeiros Ave Cambridge, M","Auto","Parked Vehicle","Rain-Thunde"
8,10,2010," Cambridge St & Cardinal Medeiros Ave Cambridge, M","Auto","Parked Vehicle","Rain-Thunderstorm"
8,4,2010," MAIN ST & Vassar St Cambridge, MA","Auto","Parked Vehicle",""
8,4,2010," MAIN ST & Vassar St Cambridge, MA","Auto","Parked Vehicle",""
8,11,2010,"10 LINE ST Cambridge, MA","Auto","Parked Vehicle",""
8,11,2010,"10 LINE ST Cambridge, MA","Auto","Parked Vehicle",""
8,11,2010," Broadway & HANCOCK ST Cambridge, MA","Auto","Bicycle",""
8,11,2010," Broadway & HANCOCK ST Cambridge, MA","Auto","Bicycle",""
8,11,2010,"1689 Massachusetts Ave Cambridge, MA","Auto","Auto",""
8,11,2010,"1689 Massachusetts Ave Cambridge, MA","Auto","Auto",""
8,11,2010,"AMBERT ST","Auto","Pedestrian",""
8,11,2010,"AMBERT ST","Auto","Pedestrian",""
8,11,2010,"727 MEMORIAL DR Cambridge, MA","Auto","Parked Vehicle",""
8,11,2010,"727 MEMORIAL DR Cambridge, MA","Auto","Parked Vehicle",""
7,11,2010," PROSPECT ST & Hampshire St Cambridge, MA","Auto","Auto","Rain"
7,11,2010," PROSPECT ST & Hampshire St Cambridge, MA","Auto","Auto","Rain"
8,12,2010," Charles St & FIRST ST Cambridge, MA","Auto","Auto",""
8,12,2010," Charles St & FIRST ST Cambridge, MA","Auto","Auto",""
8,12,2010,"450 Concord Ave Cambridge, MA","Auto","Fixed Object",""
8,12,2010,"450 Concord Ave Cambridge, MA","Auto","Fixed Object",""
8,12,2010,"1493 Cambridge St Cambridge, MA","Auto","Taxi",""
8,12,2010,"1493 Cambridge St Cambridge, MA","Auto","Taxi",""
8,12,2010,"89 FIRST ST Cambridge, MA","Auto","Motorcycle",""
8,12,2010,"89 FIRST ST Cambridge, MA","Auto","Motorcycle",""
8,10,2010," HARVARD SQ &  Cambridge, MA","Auto","Auto","Rain-Thunde"
8,10,2010," HARVARD SQ &  Cambridge, MA","Auto","Auto","Rain-Thunderstorm"
8,11,2010," Blanchard Rd & Normandy Ave Cambridge, MA","Auto","Auto",""
8,11,2010," Blanchard Rd & Normandy Ave Cambridge, MA","Auto","Auto",""
8,11,2010," Concord Ave & Concord Ave Cambridge, MA","Auto","Auto",""
