"id","Month","Day","Year","Location","Events"
24097,4,23,2010," Albany St & PACIFIC ST Cambridge, MA","Rain"
24098,4,24,2010,"220 Concord Ave Cambridge, MA",""
24098,4,24,2010,"220 Concord Ave Cambridge, MA",""
24099,4,25,2010," PROSPECT ST & Hampshire St Cambridge, MA",""
24099,4,25,2010," PROSPECT ST & Hampshire St Cambridge, MA",""
24100,4,18,2010," Belmont St & MOUNT AUBURN ST Cambridge, MA","Rain"
24100,4,18,2010," Belmont St & MOUNT AUBURN ST Cambridge, MA","Rain"
24101,4,22,2010," MOUNT AUBURN ST & Brattle St Cambridge, MA","Rain-Thunde"
24101,4,22,2010," MOUNT AUBURN ST & Brattle St Cambridge, MA","Rain-Thunderstorm"
24102,4,24,2010,"14 Roosevelt Towers Cambridge, MA",""
24102,4,24,2010,"14 Roosevelt Towers Cambridge, MA",""
24103,4,26,2010," Hampshire St & Amory St Cambridge, MA","Rain"
24103,4,26,2010," Hampshire St & Amory St Cambridge, MA","Rain"
24104,4,26,2010," Massachusetts Ave & Windsor St Cambridge, MA","Rain"
24104,4,26,2010," Massachusetts Ave & Windsor St Cambridge, MA","Rain"
24105,4,25,2010," Third St & SPRING ST Cambridge, MA",""
24105,4,25,2010," Third St & SPRING ST Cambridge, MA",""
24106,4,21,2010,"83 Amory St Cambridge, MA",""
24106,4,21,2010,"83 Amory St Cambridge, MA",""
24107,4,22,2010," White St &  Cambridge, MA","Rain-Thunde"
24107,4,22,2010," White St &  Cambridge, MA","Rain-Thunderstorm"
24108,4,25,2010," Albany St & Osborn St Cambridge, MA",""
24108,4,25,2010," Albany St & Osborn St Cambridge, MA",""
24109,4,26,2010," Cambridge St & Windsor St Cambridge, MA","Rain"
24109,4,26,2010," Cambridge St & Windsor St Cambridge, MA","Rain"
24110,4,26,2010," River St & Franklin St Cambridge, MA","Rain"
24110,4,26,2010," River St & Franklin St Cambridge, MA","Rain"
24111,4,27,2010,"1555 Massachusetts Ave Cambridge, MA","Rain"
24111,4,27,2010,"1555 Massachusetts Ave Cambridge, MA","Rain"
24114,4,18,2010,"5 Third St Cambridge, MA","Rain"
24114,4,18,2010,"5 Third St Cambridge, MA","Rain"
24115,4,20,2010," MAIN ST & Portland St Cambridge, MA",""
24115,4,20,2010," MAIN ST & Portland St Cambridge, MA",""
24116,4,20,2010,"35 White St Cambridge, MA",""
24116,4,20,2010,"35 White St Cambridge, MA",""
24117,4,27,2010," OXFORD AVE & Wendell St Cambridge, MA","Rain"
24117,4,27,2010," OXFORD AVE & Wendell St Cambridge, MA","Rain"
24118,4,28,2010," Ellsworth Ave & Cambridge St Cambridge, MA","Rain"
24118,4,28,2010," Ellsworth Ave & Cambridge St Cambridge, MA","Rain"
24119,4,28,2010," Broadway &  Cambridge, MA","Rain"
24119,4,28,2010," Broadway &  Cambridge, MA","Rain"
24120,4,28,2010,"22 GARDEN ST Cambridge, MA","Rain"
24120,4,28,2010,"22 GARDEN ST Cambridge, MA","Rain"
24121,4,28,2010," Massachusetts Ave & Russell St Cambridge, MA","Rain"
24121,4,28,2010," Massachusetts Ave & Russell St Cambridge, MA","Rain"
24122,4,28,2010," OXFORD AVE & EVERETT ST Cambridge, MA","Rain"
24122,4,28,2010," OXFORD AVE & EVERETT ST Cambridge, MA","Rain"
24123,4,28,2010,"244 LEXINGTON AVE Cambridge, MA","Rain"
24123,4,28,2010,"244 LEXINGTON AVE Cambridge, MA","Rain"
24124,4,28,2010," Hampshire St & Amory St Cambridge, MA","Rain"
24124,4,28,2010," Hampshire St & Amory St Cambridge, MA","Rain"
24125,4,28,2010,"1 White St Cambridge, MA","Rain"
24125,4,28,2010,"1 White St Cambridge, MA","Rain"
24126,4,15,2010,"19 Third St Cambridge, MA",""
24126,4,15,2010,"19 Third St Cambridge, MA",""
24127,4,16,2010," Massachusetts Ave & Columbus Ave Cambridge, MA","Rain"
24127,4,16,2010," Massachusetts Ave & Columbus Ave Cambridge, MA","Rain"
24128,4,26,2010,"1 White St Cambridge, MA","Rain"
24128,4,26,2010,"1 White St Cambridge, MA","Rain"
24129,4,29,2010," Binney St & Third St Cambridge, MA",""
24129,4,29,2010," Binney St & Third St Cambridge, MA",""
24130,4,29,2010," Massachusetts Ave & Sidney St Cambridge, MA",""
24130,4,29,2010," Massachusetts Ave & Sidney St Cambridge, MA",""
24131,4,30,2010," KIRKLAND ST & Trowbridge St Cambridge, MA",""
24131,4,30,2010," KIRKLAND ST & Trowbridge St Cambridge, MA",""
24132,4,30,2010,"39 PLYMOUTH ST Cambridge, MA",""
24132,4,30,2010,"39 PLYMOUTH ST Cambridge, MA",""
24133,4,30,2010,"2 Bond St Cambridge, MA",""
24133,4,30,2010,"2 Bond St Cambridge, MA",""
24134,4,30,2010,"100 MAIN ST Cambridge, MA",""
24134,4,30,2010,"100 MAIN ST Cambridge, MA",""
24135,4,30,2010,"35 White St Cambridge, MA",""
24135,4,30,2010,"35 White St Cambridge, MA",""
24136,4,30,2010,"105 FIFTH ST Cambridge, MA",""
24136,4,30,2010,"105 FIFTH ST Cambridge, MA",""
24137,5,1,2010,"485 Massachusetts Ave Cambridge, MA",""
24137,5,1,2010,"485 Massachusetts Ave Cambridge, MA",""
24138,5,1,2010," Albany St & Massachusetts Ave Cambridge, MA",""
24138,5,1,2010," Albany St & Massachusetts Ave Cambridge, MA",""
24139,5,1,2010," Massachusetts Ave & Broadway Cambridge, MA",""
24139,5,1,2010," Massachusetts Ave & Broadway Cambridge, MA",""
24141,5,1,2010," Cambridge St & HOVEY AVE Cambridge, MA",""
24141,5,1,2010," Cambridge St & HOVEY AVE Cambridge, MA",""
24142,5,1,2010," GARDEN ST & Massachusetts Ave Cambridge, MA",""
24142,5,1,2010," GARDEN ST & Massachusetts Ave Cambridge, MA",""
24143,5,3,2010," PLEASANT ST & GREEN ST Cambridge, MA","Rain"
24143,5,3,2010," PLEASANT ST & GREEN ST Cambridge, MA","Rain"
24144,5,3,2010," Brattle St &  Cambridge, MA","Rain"
24144,5,3,2010," Brattle St &  Cambridge, MA","Rain"
24145,5,4,2010," Massachusetts Ave & Columbia St Cambridge, MA","Rain"
24145,5,4,2010," Massachusetts Ave & Columbia St Cambridge, MA","Rain"
24146,5,4,2010," Concord Ave & Blanchard Rd Cambridge, MA","Rain"
24146,5,4,2010," Concord Ave & Blanchard Rd Cambridge, MA","Rain"
24147,5,4,2010,"5 MAPLE AVE Cambridge, MA","Rain"
24147,5,4,2010,"5 MAPLE AVE Cambridge, MA","Rain"
24148,4,30,2010,"159 Brattle St Cambridge, MA",""
24148,4,30,2010,"159 Brattle St Cambridge, MA",""
24149,5,5,2010," GREEN ST & Sellers St Cambridge, MA",""
24149,5,5,2010," GREEN ST & Sellers St Cambridge, MA",""
24150,5,5,2010," Western Ave & Putnam Ave Cambridge, MA",""
24150,5,5,2010," Western Ave & Putnam Ave Cambridge, MA",""
24153,5,5,2010,"401 Cambridge St Cambridge, MA",""
24153,5,5,2010,"401 Cambridge St Cambridge, MA",""
24154,5,5,2010," Massachusetts Ave & Sidney St Cambridge, MA",""
24154,5,5,2010," Massachusetts Ave & Sidney St Cambridge, MA",""
24155,5,6,2010,"32 KINNAIRD ST Cambridge, MA",""
24155,5,6,2010,"32 KINNAIRD ST Cambridge, MA",""
24156,5,6,2010," Fairmont Ave & Andrew St Cambridge, MA",""
24156,5,6,2010," Fairmont Ave & Andrew St Cambridge, MA",""
24157,5,6,2010,"675 Massachusetts Ave Cambridge, MA",""
24157,5,6,2010,"675 Massachusetts Ave Cambridge, MA",""
24158,5,6,2010,"119 Windsor St Cambridge, MA",""
24158,5,6,2010,"119 Windsor St Cambridge, MA",""
24159,5,6,2010,"AM RD",""
24159,5,6,2010,"AM RD",""
24160,5,6,2010,"931 Massachusetts Ave Cambridge, MA",""
24160,5,6,2010,"931 Massachusetts Ave Cambridge, MA",""
24161,5,6,2010," QUINCY ST & OXFORD AVE Cambridge, MA",""
24161,5,6,2010," QUINCY ST & OXFORD AVE Cambridge, MA",""
24162,5,1,2010,"2406 Massachusetts Ave Cambridge, MA",""
24162,5,1,2010,"2406 Massachusetts Ave Cambridge, MA",""
24163,5,1,2010," IRVING ST &  Cambridge, MA",""
24163,5,1,2010," IRVING ST &  Cambridge, MA",""
24164,5,6,2010,"140 Richdale Ave Cambridge, MA",""
24164,5,6,2010,"140 Richdale Ave Cambridge, MA",""
24165,5,7,2010," Cambridge St & FIRST ST Cambridge, MA",""
24165,5,7,2010," Cambridge St & FIRST ST Cambridge, MA",""
24166,5,7,2010," Allston St & Brookline St Cambridge, MA",""
24166,5,7,2010," Allston St & Brookline St Cambridge, MA",""
24167,5,7,2010,"147 Hampshire St Cambridge, MA",""
24167,5,7,2010,"147 Hampshire St Cambridge, MA",""
24168,5,7,2010," Cambridge St & OAK ST Cambridge, MA",""
24168,5,7,2010," Cambridge St & OAK ST Cambridge, MA",""
24169,5,7,2010,"213 Concord Ave Cambridge, MA",""
24169,5,7,2010,"213 Concord Ave Cambridge, MA",""
24170,5,7,2010,"1600 Cambridge St Cambridge, MA",""
24170,5,7,2010,"1600 Cambridge St Cambridge, MA",""
24171,5,8,2010," Hampshire St & Clark St Cambridge, MA","Rain-Thunde"
24171,5,8,2010," Hampshire St & Clark St Cambridge, MA","Rain-Thunderstorm"
24172,5,8,2010," Cambridge St & PRESCOTT ST Cambridge, MA","Rain-Thunde"
24172,5,8,2010," Cambridge St & PRESCOTT ST Cambridge, MA","Rain-Thunderstorm"
24173,5,8,2010," Massachusetts Ave & Vassar St Cambridge, MA","Rain-Thunde"
24173,5,8,2010," Massachusetts Ave & Vassar St Cambridge, MA","Rain-Thunderstorm"
24174,5,8,2010,"20 Rindge Ave Cambridge, MA","Rain-Thunde"
24174,5,8,2010,"20 Rindge Ave Cambridge, MA","Rain-Thunderstorm"
24175,5,9,2010,"1305 Cambridge St Cambridge, MA",""
24175,5,9,2010,"1305 Cambridge St Cambridge, MA",""
24176,5,10,2010," Concord Ave & Fern St Cambridge, MA",""
24176,5,10,2010," Concord Ave & Fern St Cambridge, MA",""
24178,5,10,2010,"99 Brattle St Cambridge, MA",""
24178,5,10,2010,"99 Brattle St Cambridge, MA",""
24179,5,10,2010," Concord Ave & SMITH PL Cambridge, MA",""
24179,5,10,2010," Concord Ave & SMITH PL Cambridge, MA",""
24180,5,10,2010," Broadway & Norfolk St Cambridge, MA",""
24180,5,10,2010," Broadway & Norfolk St Cambridge, MA",""
24181,5,10,2010," Concord Ave & Wheeler St Cambridge, MA",""
24181,5,10,2010," Concord Ave & Wheeler St Cambridge, MA",""
24182,5,10,2010," Broadway & PROSPECT ST Cambridge, MA",""
24182,5,10,2010," Broadway & PROSPECT ST Cambridge, MA",""
24184,5,10,2010,"795 Massachusetts Ave Cambridge, MA",""
24184,5,10,2010,"795 Massachusetts Ave Cambridge, MA",""
24185,5,10,2010," Brattle St &  Cambridge, MA",""
24185,5,10,2010," Brattle St &  Cambridge, MA",""
24186,5,10,2010,"725 Concord Ave Cambridge, MA",""
24186,5,10,2010,"725 Concord Ave Cambridge, MA",""
24187,5,10,2010,"22 ELIOT ST Cambridge, MA",""
24187,5,10,2010,"22 ELIOT ST Cambridge, MA",""
24188,5,9,2010,"1 Cambridgeside Pl Cambridge, MA",""
24188,5,9,2010,"1 Cambridgeside Pl Cambridge, MA",""
24189,5,12,2010," HARVARD ST & PROSPECT ST Cambridge, MA",""
24189,5,12,2010," HARVARD ST & PROSPECT ST Cambridge, MA",""
24190,5,11,2010,"71 FULKERSON ST Cambridge, MA",""
24190,5,11,2010,"71 FULKERSON ST Cambridge, MA",""
24191,5,12,2010,"14 Warren St Cambridge, MA",""
24191,5,12,2010,"14 Warren St Cambridge, MA",""
24192,5,12,2010," Massachusetts Ave & Temple St Cambridge, MA",""
24192,5,12,2010," Massachusetts Ave & Temple St Cambridge, MA",""
24193,5,12,2010,"599 Cambridge St Cambridge, MA",""
24193,5,12,2010,"599 Cambridge St Cambridge, MA",""
24194,5,13,2010,"420 Broadway Cambridge, MA",""
24194,5,13,2010,"420 Broadway Cambridge, MA",""
24195,5,13,2010,"725 Concord Ave Cambridge, MA",""
24195,5,13,2010,"725 Concord Ave Cambridge, MA",""
24196,5,13,2010,"50 Churchill Ave Cambridge, MA",""
24196,5,13,2010,"50 Churchill Ave Cambridge, MA",""
24197,5,13,2010,"330 River St Cambridge, MA",""
24197,5,13,2010,"330 River St Cambridge, MA",""
24198,5,13,2010,"657 Cambridge St Cambridge, MA",""
24198,5,13,2010,"657 Cambridge St Cambridge, MA",""
24199,5,14,2010,"405 Norfolk St Cambridge, MA","Rain-Thunde"
24199,5,14,2010,"405 Norfolk St Cambridge, MA","Rain-Thunderstorm"
24200,5,15,2010," Blackstone St & River St Cambridge, MA",""
24200,5,15,2010," Blackstone St & River St Cambridge, MA",""
24201,5,15,2010,"1334 Cambridge St Cambridge, MA",""
24201,5,15,2010,"1334 Cambridge St Cambridge, MA",""
24202,5,15,2010," Massachusetts Ave & PEARL ST Cambridge, MA",""
24202,5,15,2010," Massachusetts Ave & PEARL ST Cambridge, MA",""
24203,5,16,2010," KINNAIRD ST & Putnam Ave Cambridge, MA",""
24203,5,16,2010," KINNAIRD ST & Putnam Ave Cambridge, MA",""
24204,5,16,2010,"445 Massachusetts Ave Cambridge, MA",""
24204,5,16,2010,"445 Massachusetts Ave Cambridge, MA",""
24206,5,17,2010,"212 Windsor St Cambridge, MA",""
24206,5,17,2010,"212 Windsor St Cambridge, MA",""
24207,5,17,2010," Western Ave & Massachusetts Ave Cambridge, MA",""
24207,5,17,2010," Western Ave & Massachusetts Ave Cambridge, MA",""
24208,5,17,2010,"8 Museum Way Cambridge, MA",""
24208,5,17,2010,"8 Museum Way Cambridge, MA",""
24209,5,17,2010,"41 Market St Cambridge, MA",""
24209,5,17,2010,"41 Market St Cambridge, MA",""
24210,5,18,2010," JFK St & Brattle St Cambridge, MA","Rain"
24210,5,18,2010," JFK St & Brattle St Cambridge, MA","Rain"
24211,5,18,2010,"159 Hampshire St Cambridge, MA","Rain"
24211,5,18,2010,"159 Hampshire St Cambridge, MA","Rain"
24212,5,18,2010," Cottage St & River St Cambridge, MA","Rain"
24212,5,18,2010," Cottage St & River St Cambridge, MA","Rain"
24213,5,19,2010," Massachusetts Ave & Vassar St Cambridge, MA","Rain"
24213,5,19,2010," Massachusetts Ave & Vassar St Cambridge, MA","Rain"
24214,5,17,2010,"41 Market St Cambridge, MA",""
24214,5,17,2010,"41 Market St Cambridge, MA",""
24215,5,19,2010,"160 Concord Ave Cambridge, MA","Rain"
24215,5,19,2010,"160 Concord Ave Cambridge, MA","Rain"
24216,5,19,2010," Massachusetts Ave & MAGOUN ST Cambridge, MA","Rain"
24216,5,19,2010," Massachusetts Ave & MAGOUN ST Cambridge, MA","Rain"
24217,5,19,2010," Massachusetts Ave & Upland Rd Cambridge, MA","Rain"
24217,5,19,2010," Massachusetts Ave & Upland Rd Cambridge, MA","Rain"
24218,5,19,2010," MAIN ST & Portland St Cambridge, MA","Rain"
24218,5,19,2010," MAIN ST & Portland St Cambridge, MA","Rain"
24219,5,19,2010," MAGAZINE ST &  Cambridge, MA","Rain"
24219,5,19,2010," MAGAZINE ST &  Cambridge, MA","Rain"
24220,5,20,2010," Massachusetts Ave & Inman St Cambridge, MA",""
24220,5,20,2010," Massachusetts Ave & Inman St Cambridge, MA",""
24221,5,19,2010,"602 GREEN ST Cambridge, MA","Rain"
24221,5,19,2010,"602 GREEN ST Cambridge, MA","Rain"
24222,5,20,2010," Concord Ave & Alpine St Cambridge, MA",""
24222,5,20,2010," Concord Ave & Alpine St Cambridge, MA",""
24223,5,20,2010," Concord Ave & MOULTON ST Cambridge, MA",""
24223,5,20,2010," Concord Ave & MOULTON ST Cambridge, MA",""
24224,5,20,2010,"402 Rindge Ave Cambridge, MA",""
24224,5,20,2010,"402 Rindge Ave Cambridge, MA",""
24225,5,20,2010,"186 Alewife Brook Pky Cambridge, MA",""
24225,5,20,2010,"186 Alewife Brook Pky Cambridge, MA",""
24226,5,21,2010,"149 Putnam Ave Cambridge, MA",""
24226,5,21,2010,"149 Putnam Ave Cambridge, MA",""
24227,5,21,2010,"620 MEMORIAL DR Cambridge, MA",""
24227,5,21,2010,"620 MEMORIAL DR Cambridge, MA",""
24228,5,21,2010," GARDEN ST & MASON ST Cambridge, MA",""
24228,5,21,2010," GARDEN ST & MASON ST Cambridge, MA",""
24229,5,21,2010," Massachusetts Ave & Upland Rd Cambridge, MA",""
24229,5,21,2010," Massachusetts Ave & Upland Rd Cambridge, MA",""
24230,5,21,2010,"51 Magee St Cambridge, MA",""
24230,5,21,2010,"51 Magee St Cambridge, MA",""
24231,5,21,2010,"100 Cambridgeside Pl Cambridge, MA",""
24231,5,21,2010,"100 Cambridgeside Pl Cambridge, MA",""
24232,5,21,2010," PEMBERTON ST & Pemberton Ter Cambridge, MA",""
24232,5,21,2010," PEMBERTON ST & Pemberton Ter Cambridge, MA",""
24233,5,21,2010," JEFFERSON ST & MARION ST Cambridge, MA",""
24233,5,21,2010," JEFFERSON ST & MARION ST Cambridge, MA",""
24234,5,22,2010,"1 MATIGNON RD Cambridge, MA",""
24234,5,22,2010,"1 MATIGNON RD Cambridge, MA",""
24235,5,22,2010,"100 Cambridgeside Pl Cambridge, MA",""
24235,5,22,2010,"100 Cambridgeside Pl Cambridge, MA",""
24236,5,22,2010," Massachusetts Ave & Windsor St Cambridge, MA",""
24236,5,22,2010," Massachusetts Ave & Windsor St Cambridge, MA",""
24237,5,22,2010,"8 Inman St Cambridge, MA",""
24237,5,22,2010,"8 Inman St Cambridge, MA",""
24238,5,22,2010," Rindge Ave & Clifton St Cambridge, MA",""
24238,5,22,2010," Rindge Ave & Clifton St Cambridge, MA",""
24239,5,23,2010,"389 HARVARD ST Cambridge, MA","Fog"
24239,5,23,2010,"389 HARVARD ST Cambridge, MA","Fog"
24240,5,23,2010," PROSPECT ST & Massachusetts Ave Cambridge, MA","Fog"
24240,5,23,2010," PROSPECT ST & Massachusetts Ave Cambridge, MA","Fog"
24241,5,21,2010,"100 Cambridgeside Pl Cambridge, MA",""
24241,5,21,2010,"100 Cambridgeside Pl Cambridge, MA",""
24242,5,24,2010,"85 Putnam Ave Cambridge, MA",""
24242,5,24,2010,"85 Putnam Ave Cambridge, MA",""
24243,5,25,2010," Cambridge St & SUMNER RD Cambridge, MA",""
24243,5,25,2010," Cambridge St & SUMNER RD Cambridge, MA",""
24244,5,25,2010," HARVARD ST & Boardman Pl Cambridge, MA",""
24244,5,25,2010," HARVARD ST & Boardman Pl Cambridge, MA",""
24245,5,25,2010," Cambridge St & ROBERTS RD Cambridge, MA",""
24245,5,25,2010," Cambridge St & ROBERTS RD Cambridge, MA",""
24246,5,24,2010,"1745 Massachusetts Ave Cambridge, MA",""
24246,5,24,2010,"1745 Massachusetts Ave Cambridge, MA",""
24247,5,21,2010,"AMILTON ST",""
24247,5,21,2010,"AMILTON ST",""
24248,5,26,2010,"1246 Massachusetts Ave Cambridge, MA","Thunderstor"
24248,5,26,2010,"1246 Massachusetts Ave Cambridge, MA","Thunderstorm"
24249,5,26,2010," OXFORD AVE & EVERETT ST Cambridge, MA","Thunderstor"
24249,5,26,2010," OXFORD AVE & EVERETT ST Cambridge, MA","Thunderstorm"
24250,5,26,2010,"41 Church St Cambridge, MA","Thunderstor"
24250,5,26,2010,"41 Church St Cambridge, MA","Thunderstorm"
24251,5,26,2010," Ames St & Amherst St Cambridge, MA","Thunderstor"
24251,5,26,2010," Ames St & Amherst St Cambridge, MA","Thunderstorm"
24252,5,26,2010," Massachusetts Ave & Landsdowne St Cambridge, MA","Thunderstor"
24252,5,26,2010," Massachusetts Ave & Landsdowne St Cambridge, MA","Thunderstorm"
24253,5,26,2010," Brattle St & LEXINGTON AVE Cambridge, MA","Thunderstor"
24253,5,26,2010," Brattle St & LEXINGTON AVE Cambridge, MA","Thunderstorm"
24254,5,26,2010," Massachusetts Ave & DOUGLASS ST Cambridge, MA","Thunderstor"
